"miR_name","Other_B_Myoblast_Healthy_M180","Other_B_Myoblast_Healthy_M194","Other_B_Myoblast_Healthy_V1024","Other_B_Myoblast_DMD_M197","Other_B_Myoblast_DMD_M202","Other_B_Myoblast_DMD_M418","Other_B_Myotube_Healthy_M180","Other_B_Myotube_Healthy_M194","Other_B_Myotube_Healthy_V1024","Other_B_Myotube_DMD_M197","Other_B_Myotube_DMD_M202","Other_B_Myotube_DMD_M418","G1B_D0_Healthy_M180","G1B_D0_Healthy_M194","G1B_D0_Healthy_M398","G1B_D0_DMD_M197","G1B_D0_DMD_M202","G1B_D0_DMD_M418","G1B_D03_Healthy_M180","G1B_D03_Healthy_M194","G1B_D03_Healthy_M398","G1B_D03_DMD_M197","G1B_D03_DMD_M202","G1B_D03_DMD_M418","G1B_D10_Healthy_M180","G1B_D10_Healthy_M194","G1B_D10_Healthy_M398","G1B_D10_DMD_M197","G1B_D10_DMD_M202","G1B_D10_DMD_M418","G1B_D17_Healthy_M180","G1B_D17_Healthy_M194","G1B_D17_Healthy_M398","G1B_D17_DMD_M197","G1B_D17_DMD_M202","G1B_D17_DMD_M418","G1B_D25_Healthy_M180","G1B_D25_Healthy_M194","G1B_D25_Healthy_M398","G1B_D25_DMD_M197","G1B_D25_DMD_M202","G1B_D25_DMD_M418"
"95","MIR3117",5.4,68.54,10.44,59.87,62.44,0,23.31,20.48,20.73,15.25,12.72,17.37,0,20.55,8.23,12.34,4.01,0,4.33,7.56,1.99,3.02,2.37,1.09,4.11,5.33,4.53,8.15,10.04,12.54,12.12,30.43,14.61,46.65,27.11,41.18,2.14,4.38,1.5,2.63,9.97,3.35
"96","AL354978.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"97","AL109843.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"98","AL157407.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"99","MIR1262",0,3.61,0.87,0,0,0,2.45,0,1.12,0,0,2.48,0,0,0,0,0,0,5.05,4.2,11.93,3.02,4.14,8.75,4.53,1.94,4.08,9.51,7.03,1.98,0.66,0.54,0,0,1.69,1.65,1.6,0,0,1.05,0,0.3
"100","MIR186",729.21,382.4,465.44,572.6,599.85,0,502.99,500.57,287.43,871.5,465.37,625.21,1652.39,1423.35,1408.79,1275.49,1270.72,1953.11,649.55,497.53,150.44,462.02,667.66,679.54,645.59,662.13,540.12,364.12,532.91,566.85,616.24,375.09,677.31,601.86,633.04,761.35,764.98,734.17,822.48,952.8,1140.92,768.21
"101","AL360297.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"102","AL445464.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"103","AC104458.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"104","AC096951.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105","AC095030.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"106","AC104837.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"107","AC093430.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"108","AL606519.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"109","AL035706.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"110","AC104169.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"111","MIR4423",9.45,6.01,1.74,5.99,0,0,9.81,3.41,5.04,4.36,1.82,0,0,1.03,4.11,0.95,0,0,19.49,13.45,17.23,16.64,5.32,2.19,41.15,5.33,9.06,21.74,5.02,4.62,10.48,4.31,9.48,9.16,2.26,2.47,7.48,2.19,7.52,4.74,0.47,1.22
"112","AL590113.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"113","AL356270.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"114","AL139139.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"115","AL451010.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"116","AC093577.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"117","MIR760",0,0,0.87,0,0,0,0,0,0.56,0,0,0,1.99,2.06,2.06,2.85,2,2.41,4.33,5.04,0.66,0,1.18,2.19,2.06,3.39,4.53,1.36,1,1.98,8.85,6.73,3.55,6.32,3.95,6.59,5.07,1.1,6.77,11.07,9.97,9.45
"118","MIR378G",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"119","AL356479.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"120","AC092812.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"121","AL592205.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"122","AL592205.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"123","AL160056.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"124","AL451051.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"125","MIR553",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0.75,0,0,0
"126","AC104457.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"127","AC114491.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"128","AL591042.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"129","AL390036.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130","MIR197",40.51,30.06,52.2,83.28,82.51,0,14.72,14.79,78.44,10.89,9.09,74.43,67.69,102.77,94.6,100.6,114.24,110.64,77.22,48.74,29.82,74.86,73.33,191.5,69.54,42.62,82.01,62.5,93.33,86.45,48.16,89.13,69.51,79.78,34.45,31.71,170.94,156.7,204.68,96.97,146.17,191.75
"131","AL365361.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"132","AL512638.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"133","MIR548AC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"134","AL355794.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"135","MIR320B1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"136","AL157904.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"137","MIR942",1.35,2.41,10.44,5.99,22.3,0,0,0,6.16,0,5.45,0,41.81,71.94,63.76,62.64,52.11,60.13,36.09,68.07,33.8,31.76,35.48,48.15,13.99,16.95,29.45,10.87,39.14,19.8,7.54,14.54,10.66,11.55,2.54,9.06,4.54,10.96,6.77,4.22,2.85,1.83
"138","AL583842.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"139","AL583842.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"140","AL583842.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"141","MIR3118-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"142","MIR3118-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"143","MIR3118-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"144","BX004987.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"145","AL109844.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"146","AL138796.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"147","AL732363.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"148","CR812485.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"149","AL358813.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"150","MIR4257",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"151","MIR554",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"152","MIR5698",0,0,0,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"153","MIR190B",9.45,6.01,2.61,6.53,4.46,0,18.4,15.93,0.56,0,7.27,19.85,5.97,0,0,2.85,2,2.41,7.22,2.52,5.3,3.02,3.55,2.19,2.88,2.42,0,0,0,0,1.97,1.88,3.16,0.65,1.13,1.24,4.01,4.38,6.77,2.63,1.42,2.44
"154","AL590431.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"155","MIR4258",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"156","MIR92B",75.62,68.54,133.11,89.26,89.2,0,49.07,70.53,87.41,47.93,116.34,176.15,2482.56,1888.89,1511.62,2033.76,1174.51,3071.58,1358.99,789.99,628.25,1086.62,1633.36,2011.26,194.21,204.4,166.75,201.08,393.41,234.92,191.33,339.81,125.19,242.62,135.53,102.94,121.8,162.17,108.36,116.46,124.34,96.33
"157","AL713999.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"158","MIR555",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"159","AL355388.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"160","MIR9-1",0,0,0,0,0,0,0,0,0,0,0,0,7.96,6.17,2.06,1.9,2,4.81,0,5.88,1.33,1.51,1.77,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3
"161","AL365181.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"162","MIR765",0,0,0,0,0,0,0,0,0,0,0,0,1.99,3.08,0,1.9,0,0,0.72,0,0,0,0,0,0.82,0,0,0,2.01,1.32,0.33,0.81,0.39,0.22,0.28,0,2.14,0,0.75,1.05,1.42,1.83
"163","AL359753.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"164","hsa-mir-4259",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"165","AL121987.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79,0,0,0,0,0,0,0,0,0
"166","AL138930.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"167","AL138930.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"168","MIR5187",0,0,0,0,0,0,0,0,0,0,1.82,0,0,2.06,0,0,0,0,0,0,0,0,0,0,0.41,0,1.81,2.72,0,0,0,1.08,1.97,0.22,0,0.82,0.8,0,0.75,0,1.42,0.91
"169","MIR4654",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44,0.84,3.31,0.76,1.18,1.09,0,0,0,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"170","MIR556",0,0,0,0,0,0,0,0,0,0,0,0,57.73,42.14,6.17,38.91,40.09,64.94,38.97,27.73,76.87,30.25,50.27,19.7,4.94,3.87,0.91,6.79,4.01,2.64,0.98,2.96,1.97,2.62,4.24,4.12,1.87,3.29,3.01,2.11,3.32,0.61
"171","AL390119.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"172","MIR921",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"173","MIR1255B2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"174","MIR557",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"175","AL049798.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"176","MIR3119-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"177","AL354732.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"178","BX284613.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"179","MIR1295A",0,0,0,0,0,0,0,0,0,0,0,0,1.99,3.08,2.06,3.8,4.01,4.81,2.17,0.84,0,0,0.59,1.09,0.82,0.97,0,0,0,0,0.66,0.81,0.39,0,1.41,0,3.74,0,0.75,0.53,0.47,1.22
"180","MIR214",1104.62,1768.89,3390.33,2023.69,2078.3,808.12,1661.1,2410.68,7009.23,1071.95,2132.33,4917.3,0,4.11,2.06,6.64,42.09,38.48,0.72,5.04,3.98,2.27,26.61,67.84,1616.24,692.16,606.73,1324.7,1903.83,1402.93,3812.13,4282.94,4573.71,4418.77,5316.16,2649.29,17769.38,16233.89,5284.03,10723.21,19642.46,20385.04
"181","MIR199A2",33.76,45.7,103.53,46.27,51.29,0,69.93,87.6,93.01,89.33,96.35,158.78,0,0,0,0,0,0,0.72,0,0,0,1.18,2.19,17.28,5.33,4.08,9.51,15.05,7.26,46.52,61.39,66.35,34.22,130.17,62.18,137.82,147.93,133.94,153.88,346.93,230.16
"182","AL022400.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"183","MIR488",0,0,0,0,0,0,0,0,0,0,0,0,1.99,8.22,4.11,2.85,0,7.22,1.44,0.84,1.33,0,1.18,1.09,0.82,0,0,0,0,1.32,0,0,0,0,0,1.65,0.27,0,0,0,4.27,3.05
"184","AL021398.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"185","AL122019.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"186","MIR4424",0,0,0,0,0,0,0,0,0,0,0,0,3.98,1.03,0,0,0,0,0,0,0,0,0,0,0,0.48,0,0,0,0,0,0.81,1.58,0.44,1.98,0.82,0,0,0,0,0,0
"187","AL359853.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"188","MIR3121",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,0.72,0,0,0.76,0,0,0,0,0,0,0,0,0,0.54,0,0,0,0,0,0,0,0,0,0
"189","AL358354.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"190","AL590085.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"191","AL513344.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"192","AL450304.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"193","AL137800.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13,0,0,0,0,0,0,0
"194","AL136987.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"195","MIR1278",0,0,0,1.09,0,0,1.23,1.14,0.56,0,3.64,0,5.97,2.06,2.06,2.85,0,4.81,1.44,2.52,5.3,2.27,0.59,0,1.23,0.48,0.45,1.36,3.01,0,1.31,0.27,1.18,1.09,0.56,1.65,0,2.19,0,1.05,0.47,0
"196","AL357932.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"197","MIR4735",0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,0,1.9,4.01,0,1.44,2.52,0.66,0.76,1.18,0,0.41,0,0,0,2.01,0,0,0,0,0.22,0,0,0,0,0.75,0,0,0.91
"198","MIR181B1",27.01,12.03,13.92,22.32,11.15,0,3.68,5.69,6.72,4.36,3.64,2.48,0,4.11,2.06,0,6.01,0,0,0.84,1.33,0,0.59,0,38.68,17.44,6.8,19.02,24.09,29.7,38.99,26.39,20.14,34.22,36.71,39.53,22.44,18.63,9.78,47.96,42.24,50.3
"199","MIR181A1",54.02,90.19,100.92,88.72,80.28,0,53.98,77.36,58.27,56.65,41.81,47.14,3.98,4.11,0,8.54,8.02,4.81,0.72,0,0.66,1.51,2.37,7.66,108.22,48.92,48.03,110.05,152.55,94.36,197.55,144.86,143.76,141.69,146.26,139.18,143.43,147.93,164.04,168.11,205.02,151.51
"200","AC105941.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"201","AL450244.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"202","AC096633.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"203","MIR5191",0,0,0,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0.53,0,0
"204","MIR1231",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0,0,2.72,0,0,0.66,0,1.62,0.79,0.87,0.28,0.41,0,0,0,0,0,0.3
"205","AC096645.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"206","AL161793.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"207","AL583832.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"208","MIR135B",17.56,13.23,15.66,11.43,22.3,0,4.91,6.83,8.4,0,5.45,7.44,989.44,1584.69,510.04,1396.97,1080.31,1585.1,977.21,1646.38,858.21,1433.7,1939.69,915.9,69.95,1332.98,747.65,540.75,280,103.6,276.18,331.2,342.8,248.07,345.04,177.47,56.09,86.57,197.15,50.06,171.33,61.88
"209","AL691452.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210","MIR4260",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"211","AC092017.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"212","AL356310.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"213","MIR3122",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.22,0,0,0,0,0,0,0,0
"214","AL592063.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"215","AC096643.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"216","MIR215",0,0,0,0,0,0,1.23,0,0,0,0,0,0,1.03,0,0,0,0,0,0,1.33,0,0,1.09,0,0.48,0,1.36,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0
"217","MIR194-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.41,0,0,0,0,0,0,0,0,0,0,0,0,0.66,0,0.39,0,0,0,0,0,0.75,0,0,0
"218","AC092765.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"219","MIR320B2",0,0,0,0.54,0,0,0,0,0,0,0,0,0,0,0,2.85,0,0,0.72,0.84,0,0.76,0,0,0.41,0,0.45,0,0,0,0,0,0,0,0.28,0,0,2.19,0,0.53,0,0
